JKT,JKM,GRS,LT,LB,Category
4,3,2,105,200,1
5,3,1,120,230,1
5,3,0,210,230,1
4,4,0,300,400,2
3,3,0,207,207,1
3,2,1,90,79,0
6,4,0,340,360,2
4,2,1,140,250,1
4,3,2,190,300,1
2,2,1,112,90,1
3,2,1,98,95,0
4,3,1,105,200,1
3,2,0,61,81,1
4,4,1,117,180,1
3,2,1,145,120,0
2,2,1,153,140,1
2,1,1,36,60,0
3,3,1,171,144,1
6,3,0,153,140,1
4,2,4,300,200,1
2,2,0,98,98,0
3,2,2,135,160,1
2,1,1,120,51,0
4,3,0,153,140,1
3,3,0,125,168,1
4,3,0,200,162,1
4,2,1,77,135,0
7,2,0,104,80,0
2,1,0,38,75,0
4,4,1,121,200,1
2,2,1,216,200,1
2,1,0,172,155,1
6,2,0,71,181,0
2,2,0,216,200,1
2,1,0,84,70,0
3,2,2,153,150,1
5,2,1,108,113,1
2,1,1,86,36,0
2,1,1,78,54,0
2,2,0,170,180,1
3,3,1,108,150,1
4,3,1,440,340,2
2,2,1,180,180,1
2,2,2,207,200,2
7,4,2,560,300,1
5,4,2,260,450,1
2,1,0,60,36,0
7,5,3,330,280,2
2,3,2,560,500,2
3,2,0,95,130,1
5,3,2,210,230,1
5,4,4,373,400,2
5,2,0,108,130,1
2,2,0,108,160,0
3,2,1,108,160,0
3,2,2,200,140,1
3,3,1,60,120,0
2,1,0,100,126,0
3,3,2,210,90,1
3,3,3,252,200,1
3,3,0,120,60,0
5,5,0,44,88,0
3,2,2,153,117,1
3,2,1,153,162,1
4,3,1,200,162,1
3,2,1,128,110,1
4,3,0,195,180,1
2,2,3,224,180,1
5,2,0,108,113,1
4,2,4,100,200,1
6,3,1,153,140,1
2,1,1,78,45,0
2,1,1,72,50,0
4,2,0,225,170,1
4,2,0,225,175,1
3,2,1,180,192,1
2,2,1,98,98,0
5,3,2,560,450,2
2,2,0,216,200,1
3,3,0,252,200,1
3,3,0,170,150,1
3,3,2,150,220,1
2,2,0,53,58,1
3,1,1,179,70,0
5,4,0,400,500,2
6,5,0,400,500,2
3,3,0,101,140,1
6,3,3,493,250,2
3,3,0,60,120,0
4,3,0,294,237,2
1,1,1,114,70,0
3,2,0,74,78,1
3,1,0,96,90,0
4,3,2,135,160,1
2,1,1,101,70,1
2,2,2,144,170,1
4,4,0,67,134,1
3,2,0,179,150,1
3,2,1,153,110,1
3,3,0,190,170,1
4,5,0,286,525,2
4,2,2,227,313,2
4,3,1,360,192,2
3,2,0,299,250,0
3,1,0,318,200,2
5,3,0,187,300,2
5,2,1,284,400,2
5,3,2,292,250,2
3,1,2,145,70,1
5,4,0,176,270,2
7,3,1,208,190,2
5,2,1,176,270,2
3,2,0,120,120,1
3,2,1,91,110,0
4,2,1,151,182,1
3,2,1,66,92,1
5,3,1,345,400,2
5,3,2,176,270,2
3,2,1,60,50,0
2,2,1,66,62,1
2,2,0,103,80,1
5,4,1,176,270,2
5,4,1,175,270,2
4,3,1,465,186,2
4,1,0,100,90,1
8,6,0,445,125,1
5,7,1,260,350,2
5,3,0,185,230,1
4,2,1,151,148,1
7,3,2,440,440,2
3,2,2,102,100,1
5,3,1,323,314,2
7,3,1,205,190,2
4,3,1,161,165,1
2,1,1,60,36,0
5,2,2,442,250,2
6,4,2,333,314,2
5,3,1,176,270,2
3,2,1,256,212,2
2,2,0,105,77,1
5,5,0,198,350,2
3,1,0,87,90,0
3,2,1,72,120,0
4,2,0,312,125,2
7,4,1,176,270,2
4,4,5,528,370,2
4,4,2,253,400,2
5,2,2,218,198,2
7,4,0,104,104,0
3,2,5,299,250,0
4,4,2,140,250,2
3,3,2,140,250,2
7,2,1,250,350,2
5,3,2,158,220,1
5,3,2,242,140,1
2,1,0,42,40,0
4,3,2,140,250,2
5,4,1,209,360,1
3,3,0,85,125,0
2,1,1,84,100,0
8,2,0,139,100,1
3,2,1,107,70,0
3,3,1,85,120,1
5,4,2,176,305,2
5,3,2,220,158,2
3,2,2,352,200,2
4,3,1,325,216,2
3,2,0,162,200,1
6,5,1,260,400,1
5,3,1,200,340,1
4,4,2,220,295,2
4,4,2,240,380,2
3,3,3,200,250,2
3,3,0,126,180,1
3,2,2,280,290,2
3,2,1,195,170,1
4,3,2,300,400,2
3,2,2,150,140,1
3,3,2,84,110,1
4,3,1,180,300,1
6,5,1,235,450,2
3,2,1,131,90,1
4,2,1,164,100,1
4,3,2,97,113,1
3,3,1,200,250,2
3,3,2,285,300,2
3,3,2,87,115,1
4,4,2,180,202,2
4,4,1,375,560,2
4,4,1,180,290,2
5,3,2,161,236,2
3,2,1,123,83,1
7,3,3,199,300,2
3,3,2,91,120,1
3,2,2,126,108,1
3,2,2,162,200,1
2,2,1,70,120,1
2,1,0,126,108,1
5,3,1,200,300,2
5,3,2,200,250,2
4,3,2,140,214,2
4,3,2,180,280,2
3,2,2,180,110,2
5,4,2,360,400,2
3,2,2,180,200,2
4,3,2,300,250,2
3,2,1,117,180,1
4,4,2,170,300,1
4,3,1,180,280,2
3,2,1,162,200,1
4,3,0,180,300,2
3,3,1,117,185,1
4,3,2,180,300,2
4,1,1,220,150,2
3,3,1,70,120,1
4,3,1,180,250,2
7,4,1,181,300,1
5,4,1,180,300,2
4,2,0,325,216,2
4,3,2,375,400,2
4,3,3,268,254,1
4,3,1,200,130,2
5,4,0,200,300,2
5,5,1,513,350,2
5,5,0,169,250,2
4,3,1,300,230,2
4,3,2,375,360,2
3,2,1,126,108,1
6,3,2,182,180,2
5,5,2,182,380,2
3,2,1,140,120,1
3,3,1,300,180,2
3,4,2,180,220,2
4,3,2,180,202,2
3,3,1,220,260,2
5,3,1,112,140,1
3,2,2,240,130,1
4,4,0,240,245,2
4,3,2,239,250,2
4,4,1,225,350,2
4,4,0,200,270,2
6,3,1,112,140,1
3,4,1,220,250,2
4,4,1,258,206,1
4,3,1,254,268,1
4,3,2,200,208,2
4,3,1,240,375,2
3,2,1,198,220,1
5,3,2,375,400,2
5,6,2,240,375,2
4,4,1,200,270,2
7,5,5,513,350,2
4,2,0,182,200,2
4,3,0,180,220,2
4,6,2,240,260,2
5,3,2,200,208,2
5,3,1,145,250,1
5,5,1,513,350,2
4,2,1,112,140,1
4,4,2,570,300,2
2,1,1,72,45,0
4,4,1,180,290,2
3,3,2,162,210,2
4,2,2,200,250,2
3,2,10,300,250,2
4,3,2,300,425,2
4,3,2,112,150,1
4,3,2,175,210,2
3,2,2,240,180,2
5,6,2,240,365,2
4,3,2,180,220,2
3,2,1,126,180,1
3,3,2,400,450,2
3,3,2,375,420,2
4,3,0,200,300,2
3,2,0,279,150,2
4,3,3,300,350,2
3,2,2,300,250,2
4,3,1,198,270,2
5,6,1,240,365,2
4,5,2,300,400,2
4,3,0,225,300,2
4,3,0,265,300,2
3,3,0,240,160,2
3,4,2,180,220,2
4,3,2,128,108,1
5,5,2,180,290,1
4,3,0,180,300,2
3,2,2,200,150,1
4,3,6,370,450,2
3,2,2,112,100,1
5,4,2,360,400,2
4,3,1,268,254,1
4,4,0,192,350,1
6,5,1,442,250,2
3,2,1,200,120,1
4,4,1,220,260,2
4,2,0,200,160,1
7,3,1,181,300,1
5,3,2,162,225,2
3,2,1,162,200,1
4,3,3,300,230,2
3,2,2,112,100,1
3,2,2,125,150,1
5,4,1,375,560,2
5,3,2,375,400,2
5,4,5,513,350,2
5,4,2,180,202,2
4,3,1,180,300,2
5,5,1,375,560,2
3,3,1,160,180,1
3,3,1,240,245,2
3,2,0,127,150,0
4,3,1,180,100,1
7,4,0,181,200,1
3,3,1,130,150,1
2,1,1,126,75,1
3,2,2,240,180,2
3,2,0,180,150,1
4,2,2,300,296,0
3,3,1,180,150,1
3,2,1,300,180,2
4,3,2,198,258,2
3,3,1,262,220,2
5,4,0,300,350,2
4,3,2,375,211,2
3,3,0,70,120,1
3,2,1,133,200,1
4,3,2,180,270,1
4,4,2,375,500,2
3,2,2,278,235,2
3,3,2,180,150,1
4,2,1,145,155,1
4,4,3,507,500,2
5,3,1,142,250,1
3,2,0,152,260,1
4,4,3,300,400,2
5,4,2,225,500,2
4,5,0,182,350,2
3,3,0,325,185,2
3,3,0,91,120,1
5,3,0,288,300,2
3,2,1,200,150,1
4,3,1,300,200,2
6,3,2,300,400,2
3,2,0,140,180,1
3,1,0,60,110,0
3,3,1,131,90,1
4,2,0,145,155,1
5,3,2,260,260,2
5,4,4,225,500,2
5,3,3,375,203,2
3,2,1,211,170,1
3,3,2,130,150,1
4,3,1,200,270,2
3,3,2,87,115,1
5,2,2,300,400,2
6,4,0,390,500,2
2,1,1,55,40,0
4,4,0,180,202,2
4,2,1,105,150,1
3,3,10,180,150,1
3,2,1,70,130,1
4,2,1,104,140,1
3,2,2,178,150,1
3,3,2,147,220,2
4,3,0,224,170,1
3,2,1,195,220,2
3,2,1,84,60,1
3,1,1,180,97,1
3,3,1,140,250,1
3,4,2,105,150,1
3,2,1,55,56,0
3,2,1,220,240,1
6,4,1,325,350,2
2,2,1,180,130,2
5,4,1,180,300,2
4,3,1,220,150,1
4,3,1,180,250,2
2,2,1,126,108,1
3,3,1,157,165,2
5,3,1,210,267,1
5,4,2,325,250,2
5,3,3,325,350,2
4,3,2,160,240,2
2,1,1,111,65,1
2,2,0,120,100,1
5,5,2,165,150,1
6,4,1,200,375,2
5,4,3,157,250,2
4,3,1,200,150,1
4,4,2,160,230,2
6,4,2,328,400,2
4,3,2,116,168,2
5,3,1,200,300,2
4,3,2,270,290,2
4,3,2,270,290,2
4,3,1,178,150,1
4,3,2,150,185,1
3,3,2,116,117,1
3,3,1,238,110,1
3,2,1,178,130,2
3,2,1,180,120,1
3,3,2,141,246,2
3,2,2,240,180,2
3,2,3,240,180,2
2,2,0,60,50,0
4,3,2,160,240,2
3,2,3,240,180,2
3,3,1,180,146,2
3,3,1,180,180,2
4,3,2,157,145,1
4,3,1,125,155,1
5,4,0,157,250,2
3,2,0,72,70,1
3,3,0,80,101,1
3,3,0,117,116,1
4,3,2,148,203,2
4,3,0,200,130,1
3,2,0,72,40,1
3,3,1,200,240,2
5,3,0,320,205,1
4,3,1,270,290,2
5,6,2,400,236,2
4,3,1,270,290,2
4,3,0,148,207,2
3,2,1,70,80,1
4,2,1,182,170,0
4,3,1,200,300,2
5,3,0,320,200,1
5,3,3,325,300,2
3,3,3,258,220,2
3,2,1,240,300,2
3,2,0,178,150,1
5,3,0,312,350,2
4,4,0,350,350,2
5,4,0,145,300,2
6,4,2,200,210,1
5,2,1,147,370,2
4,3,2,200,-250,2
4,4,0,146,252,2
4,5,4,286,525,2
3,2,1,252,162,2
3,2,1,250,250,2
4,2,2,214,160,1
3,2,1,55,83,1
3,3,3,411,276,2
5,3,1,270,171,1
4,3,2,200,300,2
4,3,2,220,280,2
4,3,2,160,240,2
4,3,1,180,365,2
2,2,1,86,116,0
2,1,1,72,45,0
5,3,0,210,267,1
3,3,2,80,101,1
3,2,1,70,102,1
4,3,1,148,207,2
3,3,1,200,250,2
4,3,1,200,300,2
4,3,2,280,222,1
3,4,4,315,410,2
4,4,2,145,175,2
4,4,4,315,410,2
3,2,1,180,120,1
3,2,1,250,250,1
4,3,2,400,550,2
5,4,1,280,400,1
2,1,2,94,48,0
4,3,2,320,150,1
1,2,0,225,485,2
4,3,1,200,300,2
4,4,0,153,204,2
5,5,2,350,300,2
5,4,0,200,250,2
4,3,1,123,200,1
2,1,2,120,110,1
4,3,2,347,344,2
3,2,2,312,210,2
4,6,2,200,450,2
3,2,1,120,80,0
5,3,0,147,350,2
4,3,0,113,150,1
3,1,0,98,80,0
3,3,2,195,156,2
3,3,0,174,280,1
4,3,2,190,220,1
3,3,1,100,155,1
4,3,2,148,203,2
4,3,1,152,230,1
5,3,0,168,300,1
4,3,1,200,275,2
4,2,2,282,278,2
5,4,1,312,350,2
5,3,0,325,300,2
4,4,2,200,300,2
5,3,2,316,450,2
3,2,1,72,100,1
3,3,0,179,200,2
4,3,2,180,265,2
5,2,2,127,300,1
2,1,1,102,100,1
4,3,2,200,250,2
3,2,1,72,140,1
4,3,1,225,230,2
4,3,2,200,200,2
4,3,2,125,155,1
5,5,1,165,97,1
5,4,2,145,350,1
4,3,1,200,150,2
4,3,1,208,160,2
3,3,2,141,246,2
3,2,1,80,95,1
4,2,0,139,130,0
3,1,2,145,150,1
3,3,1,107,180,1
4,1,1,144,275,2
4,6,0,332,250,2
4,3,0,200,130,2
6,4,3,200,375,2
4,2,0,271,248,2
3,2,1,117,100,1
4,2,1,162,72,1
4,3,4,400,400,2
4,3,2,226,300,2
5,5,2,278,400,2
1,1,2,69,98,1
4,3,2,150,170,1
4,4,0,125,140,1
4,5,0,286,525,2
4,4,3,286,525,2
3,2,0,64,124,0
3,3,2,200,181,2
3,2,2,180,120,1
4,4,1,160,230,2
4,3,0,200,400,2
5,4,2,330,250,2
6,4,0,312,350,2
3,2,0,72,140,1
4,3,0,150,185,1
7,5,1,200,210,1
4,3,0,150,275,1
6,4,0,316,500,2
4,4,2,276,400,2
4,2,2,198,195,2
2,2,1,84,116,0
2,1,1,144,120,1
3,3,1,141,125,1
4,3,2,141,125,1
4,4,1,312,375,1
3,2,1,123,200,1
3,2,1,100,102,1
6,3,1,185,275,2
4,3,1,102,100,1
2,2,2,165,110,1
5,2,2,165,110,1
3,2,4,326,240,1
4,3,2,171,275,2
5,4,2,206,200,1
2,1,1,69,40,0
4,2,1,112,140,1
3,3,0,113,180,1
5,4,0,230,160,2
4,3,2,166,260,1
2,1,1,97,60,0
4,3,2,120,200,1
3,3,2,120,200,1
3,3,2,120,200,1
6,4,1,204,350,2
3,3,2,105,112,1
2,1,1,140,94,0
6,6,2,265,330,2
2,1,1,72,36,0
2,1,2,72,45,0
3,2,1,126,127,1
2,1,2,80,130,0
5,4,3,220,500,2
2,2,1,83,45,0
3,3,2,180,134,1
6,3,1,350,245,1
4,4,2,95,90,1
3,2,1,89,171,1
4,3,2,108,150,1
2,2,1,58,66,1
3,2,1,145,100,0
3,3,2,90,100,1
4,2,2,105,160,1
5,3,1,162,175,1
5,3,2,108,150,1
3,3,0,127,126,1
4,3,1,244,320,2
3,2,1,120,70,1
4,4,2,303,287,2
2,1,0,66,36,1
4,3,1,200,150,1
3,3,4,346,230,2
6,3,3,200,350,2
2,1,1,100,80,0
4,3,2,100,170,1
6,4,1,204,350,1
2,2,1,112,58,0
4,2,1,294,300,2
3,3,2,119,150,1
5,6,2,286,450,1
3,2,1,133,120,0
2,2,1,60,70,0
4,3,3,144,200,1
3,2,1,60,70,0
3,2,2,88,55,0
5,5,5,513,350,2
5,5,2,208,300,2
3,2,1,80,100,1
3,3,0,377,200,2
4,3,0,188,135,1
4,3,2,244,320,1
3,2,2,80,100,1
5,4,2,110,140,1
3,3,2,200,200,2
2,1,1,84,45,0
4,3,2,105,112,1
3,3,2,184,200,1
4,3,3,198,202,2
4,3,2,176,159,2
3,2,1,110,130,0
4,3,1,200,350,1
3,2,1,91,83,1
8,4,1,327,500,2
1,1,0,144,166,1
3,3,2,120,180,1
3,2,1,118,145,1
2,2,1,60,54,0
3,2,1,60,70,0
3,3,1,90,135,1
6,6,1,168,182,1
2,1,1,66,36,1
3,2,1,162,70,1
3,2,0,94,94,0
4,3,1,90,138,1
3,2,1,80,100,1
4,4,4,400,147,2
4,2,2,165,150,1
3,3,0,102,160,1
6,3,2,120,150,1
3,2,1,220,150,1
4,3,1,214,220,1
3,3,2,135,122,1
5,2,1,198,376,1
2,1,1,120,77,0
3,3,0,150,140,1
4,3,2,390,320,2
3,2,1,118,145,1
4,4,1,95,110,1
4,3,3,143,220,1
3,3,2,119,150,1
2,1,1,72,50,0
4,2,2,105,160,1
6,3,1,221,200,1
4,3,2,132,180,1
5,2,1,215,175,1
3,2,1,155,140,0
6,3,2,365,400,2
2,2,0,102,65,0
4,2,3,280,200,1
3,3,1,170,122,2
3,2,1,221,125,1
5,3,1,350,200,1
4,3,2,200,300,1
4,3,3,158,220,1
2,1,1,70,70,1
4,5,2,300,350,2
3,3,2,81,120,1
3,3,0,81,120,1
5,3,0,132,180,1
2,2,1,60,90,1
4,3,0,280,230,2
3,2,2,105,160,1
3,2,1,102,195,1
4,3,2,130,185,2
2,2,0,96,78,1
3,2,0,101,130,1
5,5,2,288,488,2
3,2,2,105,117,1
6,3,0,198,180,1
6,4,3,150,250,2
2,2,1,96,95,0
3,2,1,84,115,0
4,4,1,200,284,2
5,3,2,140,180,1
3,1,1,104,79,0
4,4,0,180,134,1
3,2,1,116,108,1
6,3,1,118,300,1
3,2,1,136,100,1
3,2,0,112,70,1
4,3,3,200,300,2
4,2,1,60,150,0
5,3,2,450,288,2
2,1,1,50,40,0
2,1,1,65,36,0
2,1,0,105,85,1
3,3,2,90,115,1
3,3,2,94,140,1
3,2,1,221,150,1
5,4,0,286,450,1
6,4,3,286,450,1
3,2,1,136,100,1
3,2,2,114,142,1
3,3,0,94,140,1
2,2,1,100,65,1
4,2,1,328,176,2
3,1,1,328,176,2
4,6,4,365,550,2
4,3,0,210,150,1
3,3,1,78,85,0
3,3,2,268,254,1
4,2,0,90,150,1
3,2,1,211,106,2
2,2,1,102,94,1
1,1,1,156,250,2
3,2,1,126,120,1
4,4,0,147,100,1
4,3,2,408,250,1
3,2,0,108,108,0
3,1,1,170,90,1
6,4,5,333,300,2
5,3,1,183,300,1
3,3,1,160,120,1
3,3,0,198,264,2
3,2,0,100,130,1
4,4,2,120,200,1
3,2,1,98,130,1
5,4,2,160,236,2
4,2,2,119,120,1
5,2,2,267,125,2
2,2,2,312,170,1
5,5,1,507,500,2
3,3,1,142,130,1
5,2,4,300,290,2
4,2,1,184,100,1
3,3,1,85,120,1
3,2,1,100,94,0
3,2,2,151,100,1
4,2,1,162,175,1
2,1,0,88,92,0
4,4,1,147,120,1
3,2,1,108,95,0
2,1,1,72,72,0
2,1,1,84,60,1
2,1,1,105,85,1
3,2,1,55,56,0
3,2,1,235,200,1
4,4,1,117,168,1
6,4,1,182,400,1
3,2,0,101,130,1
6,4,0,286,450,1
4,3,1,143,220,1
5,5,0,127,160,1
5,2,0,90,110,1
2,1,0,84,60,1
3,3,0,120,180,1
2,1,1,83,50,0
5,1,1,160,230,2
4,3,1,85,72,1
2,1,1,114,60,1
6,4,4,560,300,2
3,3,2,153,140,1
4,4,2,85,120,1
8,3,1,327,450,2
3,3,4,347,230,2
2,1,0,55,40,0
3,3,1,100,180,1
4,2,4,308,350,2
3,4,0,188,150,1
4,2,2,218,235,2
3,3,1,144,220,1
8,6,1,563,400,1
4,3,2,324,181,2
3,2,2,131,100,0
6,3,2,223,168,2
4,2,2,397,297,2
2,2,0,120,90,0
3,3,1,175,150,1
6,6,1,200,230,1
2,3,1,90,94,1
3,2,2,184,175,1
3,3,1,234,200,1
2,1,1,45,30,0
5,3,1,200,110,1
4,2,1,140,125,0
4,3,1,128,98,0
3,4,1,100,170,1
3,2,1,74,129,0
4,3,1,155,210,1
2,2,0,125,100,0
2,2,3,117,117,0
3,3,1,300,225,1
3,3,1,184,175,1
2,1,1,126,70,1
4,4,2,95,110,1
3,2,0,228,200,1
5,4,3,141,250,2
2,1,0,110,77,0
2,2,2,50,64,0
1,1,1,60,36,0
3,2,1,98,110,1
4,4,1,147,100,0
7,4,0,135,250,1
3,4,1,90,270,1
3,2,1,160,160,1
3,2,1,88,75,0
3,2,1,88,75,0
4,3,1,289,180,1
4,3,1,244,320,2
3,2,2,126,110,1
3,3,1,235,200,1
3,2,1,102,66,0
3,2,3,103,120,1
3,3,2,110,145,1
5,2,2,135,200,1
3,3,1,110,300,1
2,1,0,105,36,0
3,2,2,103,120,1
4,3,0,159,250,1
8,4,2,204,350,2
5,2,1,295,200,1
4,2,2,182,200,1
3,2,0,88,160,1
3,2,0,137,105,1
2,1,0,100,50,0
3,2,1,83,75,1
8,4,3,204,350,2
4,2,1,182,200,2
3,1,0,74,60,0
4,3,2,108,120,1
2,2,1,108,65,0
2,2,1,62,50,0
6,3,2,243,150,1
4,2,2,340,200,1
3,2,2,121,100,1
3,2,1,98,55,1
3,2,2,100,125,1
8,4,3,535,347,2
3,3,1,102,100,1
3,1,1,90,55,0
6,4,2,300,350,1
2,2,0,64,36,0
3,3,1,110,200,1
4,3,0,83,100,1
1,2,1,147,195,2
3,5,1,312,200,1
5,3,0,158,220,1
7,4,3,204,360,2
3,2,1,284,150,1
3,2,1,73,100,1
6,4,4,312,230,2
4,3,1,150,280,1
3,2,1,94,80,0
4,3,1,191,170,2
6,2,2,350,210,1
2,1,1,88,46,0
2,2,1,70,50,0
4,3,1,167,160,1
3,2,1,66,95,1
3,2,3,103,120,1
2,1,1,65,36,0
4,3,1,163,210,0
2,2,0,100,167,1
4,2,0,130,150,1
4,2,1,126,100,1
4,2,0,139,119,1
4,3,0,168,167,1
4,2,1,89,180,1
7,4,3,202,350,2
3,3,0,110,200,1
3,1,0,84,55,0
2,1,1,90,70,0
3,3,1,142,300,1
6,4,1,320,420,1
5,3,2,184,203,1
4,2,0,174,348,0
3,2,2,100,70,1
4,4,2,350,400,2
4,2,2,109,250,1
7,4,4,350,300,2
3,2,1,310,265,2
2,1,0,60,45,0
3,2,1,161,165,1
3,2,1,103,120,1
4,2,2,170,160,1
5,2,1,85,126,0
2,2,1,64,36,0
2,1,1,85,40,0
2,1,0,136,45,0
4,3,0,209,134,1
3,3,1,93,110,1
4,3,13,136,200,1
6,4,2,242,175,1
2,1,1,136,45,0
3,2,1,105,45,1
4,1,1,70,140,0
4,2,0,120,200,0
2,2,1,102,80,0
2,2,1,211,154,1
4,2,2,459,303,2
3,2,0,105,55,0
4,3,1,392,200,2
4,2,1,90,120,1
3,3,1,140,220,1
2,2,1,74,61,0
3,2,0,132,180,1
2,2,2,84,110,1
3,2,2,100,150,1
4,3,1,167,160,1
5,4,0,170,300,1
4,3,1,150,260,1
7,4,1,310,265,2
7,2,0,152,300,2
2,2,3,103,120,1
4,3,1,209,134,1
5,2,2,135,200,1
5,2,2,196,70,2
5,2,1,300,180,0
3,2,2,157,300,1
4,4,2,192,207,1
3,2,1,102,75,1
3,2,0,120,120,1
6,3,0,344,450,2
2,1,1,98,50,0
2,1,1,97,55,0
4,3,1,200,280,0
2,2,2,94,50,0
2,1,1,60,40,0
2,1,1,53,30,0
2,1,1,100,36,0
6,3,2,133,260,1
2,1,1,60,50,0
2,1,3,184,50,0
2,1,1,68,42,0
2,1,2,235,100,0
2,1,1,69,42,0
5,4,0,74,102,1
8,4,1,98,196,0
2,2,1,48,41,0
3,2,2,107,100,0
2,1,1,70,36,0
2,1,1,85,36,0
2,1,1,408,400,1
1,1,0,61,21,0
2,1,1,78,45,0
2,1,1,60,50,0
2,1,1,60,40,0
5,4,0,350,320,1
2,1,1,130,70,0
2,1,1,54,60,0
2,2,0,610,100,1
1,1,1,60,22,0
2,1,1,67,31,0
3,2,0,60,60,0
2,2,1,102,135,0
2,1,0,60,40,0
3,2,1,83,120,0
3,2,2,100,50,0
2,1,1,72,50,0
2,1,2,102,60,0
2,1,1,72,40,0
1,1,1,120,100,0
2,2,1,45,60,0
2,1,1,68,36,0
2,1,1,60,45,0
2,1,1,66,36,0
2,1,1,70,40,0
2,1,1,72,36,0
1,1,1,58,21,0
2,1,1,50,30,0
2,1,1,42,30,0
2,1,1,60,36,0
1,1,1,60,36,0
2,1,1,60,36,0
3,2,0,60,100,0
2,1,0,60,45,0
3,1,0,126,90,0
2,1,0,60,45,0
2,2,0,71,52,0
3,2,0,71,80,0
2,1,1,74,45,0
3,2,1,60,120,0
2,1,1,60,36,0
2,1,1,50,30,0
2,1,1,42,30,0
2,1,1,42,30,0
2,1,1,35,25,0
1,1,1,30,21,0
3,2,1,288,110,0
3,1,0,105,90,0
2,1,1,125,45,0
2,1,1,40,60,0
8,3,0,223,360,1
4,4,1,70,140,0
1,1,1,62,21,0
2,1,1,72,40,0
2,1,1,72,36,0
5,3,4,157,200,1
2,1,1,36,66,0
2,1,1,72,42,0
3,1,1,60,42,0
2,1,1,66,45,0
2,1,0,56,66,0
2,1,0,95,60,0
2,1,0,60,36,0
2,2,0,58,50,0
2,1,0,69,40,0
2,2,1,60,45,0
3,2,0,60,120,0
5,4,2,533,300,2
3,1,1,99,70,0
4,2,1,144,165,0
4,2,0,82,105,0
3,2,1,72,73,0
3,2,1,102,65,0
3,2,1,95,67,0
3,2,1,62,68,0
3,2,1,78,68,0
3,2,1,88,50,0
2,1,1,61,36,0
7,3,4,350,250,1
3,2,1,83,50,0
2,1,1,62,45,0
4,3,0,118,168,1
3,1,1,100,85,0
3,2,1,94,50,0
2,1,1,78,45,0
2,1,1,62,36,0
2,1,1,72,50,0
7,2,0,350,220,1
3,2,1,100,90,0
3,1,1,57,50,0
2,1,1,110,100,0
2,1,1,60,50,0
2,1,1,60,36,0
2,1,1,87,60,0
2,1,1,60,36,0
3,2,1,60,110,0
2,1,1,64,38,0
2,1,1,60,36,0
2,1,1,77,40,0
2,1,1,91,48,0
3,2,1,76,120,0
2,1,2,68,50,0
3,2,2,165,90,0
3,2,1,79,68,0
3,2,0,200,250,0
3,2,0,84,93,0
3,1,1,80,60,0
2,1,1,110,36,0
3,3,1,115,175,0
4,3,2,202,180,1
2,1,0,74,48,0
3,2,1,66,60,0
1,1,1,42,21,0
2,1,1,48,41,0
2,1,0,60,50,0
2,1,2,100,50,0
2,1,2,235,100,0
2,1,0,90,54,0
2,1,1,72,36,0
2,1,0,130,70,0
2,1,1,117,45,0
2,1,0,60,50,0
2,1,1,72,40,0
4,3,0,200,280,0
2,1,1,74,50,0
2,1,1,60,30,0
2,1,1,70,42,0
8,3,0,281,500,2
3,1,0,80,80,0
3,1,1,108,70,0
2,1,0,74,50,0
3,2,0,73,100,0
1,1,1,60,21,0
3,2,1,100,70,0
2,1,1,100,50,0
2,2,1,82,75,0
8,3,2,281,500,2
3,2,1,93,90,0
2,1,1,62,40,0
2,1,0,66,36,0
3,2,0,100,100,0
2,1,1,186,170,1
2,1,1,72,46,0
4,3,1,200,300,1
2,1,1,80,60,0
4,2,1,78,104,0
3,2,2,143,125,0
2,2,1,60,72,0
2,1,1,90,78,0
2,1,0,152,40,0
2,1,1,91,36,0
2,1,1,72,38,0
2,1,1,65,38,0
7,6,0,110,160,1
2,1,0,102,60,0
3,2,2,106,150,1
2,1,1,60,30,0
2,1,1,60,30,0
8,4,0,373,182,2
2,1,1,96,58,0
1,1,1,60,38,0
2,1,1,140,140,0
3,2,1,157,120,1
2,1,1,81,38,0
2,2,2,90,50,0
2,2,0,108,67,0
4,3,2,216,261,2
2,1,1,62,38,0
2,1,1,62,38,0
4,3,1,206,200,0
2,1,1,90,40,0
2,1,1,91,61,0
2,1,1,81,45,0
2,1,1,92,61,0
3,2,1,87,50,0
2,1,1,60,40,0
2,1,1,65,36,0
3,2,1,60,100,0
2,1,1,70,36,0
2,1,0,82,50,0
3,1,1,70,100,0
2,2,0,114,90,0
5,1,1,80,120,0
2,2,1,106,120,1
3,2,1,60,160,0
2,1,1,60,45,0
2,1,1,89,50,0
2,1,1,48,48,0
2,1,0,60,120,1
2,1,0,72,88,0
2,1,2,60,45,0
3,2,0,78,68,0
3,2,0,58,68,0
3,2,0,71,68,0
3,2,0,73,69,0
2,1,1,50,41,0
2,1,1,63,45,0
2,1,1,85,37,0
5,5,0,168,350,1
2,1,0,87,45,0
3,2,1,61,45,0
2,1,1,64,45,0
2,1,1,60,40,0
3,2,2,100,70,0
3,2,2,100,70,0
2,1,1,168,42,1
3,2,1,102,130,1
2,4,4,300,200,2
2,2,0,59,56,1
3,3,1,187,187,1
2,2,1,83,70,1
5,4,1,116,300,1
2,2,1,100,70,1
2,1,1,84,55,0
3,1,0,88,86,1
2,2,0,168,150,1
3,3,0,152,152,1
5,3,2,136,200,1
