JKT,JKM,GRS,LT,LB,Category
3,2,0,140,149,Sedang
3,3,1,160,280,Sedang
3,3,0,102,160,Sedang
4,2,1,90,100,Sedang
4,3,2,110,140,Sedang
7,3,1,181,300,Sedang
8,4,0,181,300,Sedang
4,4,0,375,560,Mahal
5,3,0,120,340,Sedang
3,2,3,180,160,Sedang
3,2,1,119,150,Sedang
4,3,2,160,120,Sedang
3,1,1,127,127,Murah
3,2,0,82,55,Murah
3,2,0,112,70,Sedang
2,2,1,70,90,Murah
3,2,0,547,200,Mahal
4,3,2,180,250,Sedang
4,4,1,187,185,Sedang
5,2,0,79,145,Sedang
8,5,1,446,432,Mahal
5,3,0,112,200,Murah
3,3,0,200,250,Mahal
2,1,1,66,30,Murah
2,1,1,101,60,Murah
4,3,2,105,112,Sedang
4,3,0,146,155,Sedang
4,4,1,258,206,Sedang
4,2,0,294,300,Sedang
3,2,1,91,45,Murah
5,5,0,369,195,Sedang
4,3,0,370,250,Mahal
4,3,1,180,290,Mahal
3,2,0,126,108,Sedang
2,1,1,107,60,Murah
3,2,1,108,70,Murah
3,2,0,135,75,Sedang
4,3,1,180,200,Mahal
5,2,1,70,160,Sedang
4,3,2,225,300,Mahal
3,3,2,325,218,Mahal
4,3,1,150,225,Sedang
4,3,1,150,225,Sedang
3,2,2,126,108,Sedang
3,2,1,195,170,Sedang
3,3,2,150,140,Sedang
5,3,0,100,120,Murah
4,3,1,150,150,Sedang
5,4,1,200,200,Mahal
4,3,10,140,170,Sedang
5,3,0,210,220,Sedang
4,2,1,400,550,Mahal
3,1,1,87,87,Murah
4,1,1,46,80,Murah
4,4,0,117,145,Sedang
7,5,3,513,350,Mahal
3,3,2,150,100,Sedang
3,1,1,220,150,Mahal
3,3,2,104,125,Sedang
5,3,1,183,280,Mahal
3,3,0,97,135,Murah
3,2,1,94,94,Murah
3,3,1,150,180,Sedang
3,2,1,125,150,Sedang
4,3,0,170,300,Sedang
3,2,0,94,94,Murah
4,3,0,318,325,Sedang
7,5,0,343,450,Mahal
3,3,2,140,180,Sedang
3,2,1,169,150,Sedang
4,5,0,236,400,Mahal
5,4,3,158,220,Sedang
3,2,1,112,170,Sedang
3,1,1,99,70,Murah
3,2,1,116,90,Sedang
4,2,0,102,90,Murah
4,3,1,187,130,Sedang
5,3,1,280,200,Sedang
2,1,0,60,50,Murah
3,1,0,124,68,Murah
4,2,0,106,100,Murah
4,2,0,91,140,Sedang
5,5,0,195,360,Sedang
5,3,1,120,340,Sedang
7,4,1,181,300,Sedang
4,3,1,180,150,Sedang
3,1,1,98,70,Murah
3,3,1,180,200,Mahal
3,3,0,320,280,Sedang
6,4,3,290,450,Sedang
6,4,1,128,270,Mahal
4,2,1,161,200,Sedang
4,3,0,140,300,Mahal
6,5,1,442,250,Mahal
4,3,1,181,220,Sedang
6,4,1,196,380,Sedang
4,3,3,198,258,Mahal
3,2,1,87,120,Murah
3,3,1,147,100,Murah
4,4,2,200,270,Mahal
2,1,1,50,30,Murah
3,2,0,126,80,Sedang
2,1,0,101,60,Murah
4,4,3,389,249,Sedang
4,4,2,375,560,Mahal
3,3,1,131,90,Sedang
3,2,1,81,50,Murah
3,2,1,104,70,Murah
4,3,0,375,211,Mahal
3,2,0,162,200,Sedang
4,3,2,319,210,Mahal
2,2,1,60,80,Murah
6,3,1,296,200,Mahal
5,4,2,333,400,Mahal
3,2,1,226,150,Sedang
2,3,0,70,120,Murah
3,3,0,200,250,Mahal
4,2,1,337,400,Mahal
4,3,1,458,400,Mahal
3,2,0,94,94,Murah
4,4,0,162,132,Mahal
2,1,0,54,42,Murah
3,2,0,250,220,Sedang
6,4,2,446,432,Mahal
3,2,0,113,90,Sedang
1,3,2,200,300,Sedang
4,3,1,186,300,Mahal
3,3,0,105,120,Sedang
3,3,1,105,120,Sedang
2,2,0,90,70,Murah
6,5,4,286,450,Sedang
3,3,0,119,200,Sedang
4,3,0,190,300,Mahal
6,3,1,296,200,Mahal
4,3,0,320,300,Mahal
5,4,1,300,350,Mahal
3,2,2,111,102,Sedang
2,2,0,192,45,Sedang
3,2,0,199,120,Sedang
4,3,1,200,158,Mahal
3,2,1,112,90,Sedang
5,2,0,70,160,Sedang
3,3,2,126,180,Sedang
4,3,1,112,140,Sedang
5,2,2,352,216,Mahal
4,3,3,181,220,Sedang
2,2,1,112,85,Sedang
4,3,2,370,250,Mahal
4,3,2,186,160,Sedang
5,4,2,360,400,Mahal
3,3,0,220,300,Sedang
7,2,2,216,150,Sedang
3,1,1,178,140,Murah
3,1,3,536,300,Mahal
3,2,2,303,150,Mahal
4,2,1,96,108,Sedang
4,3,0,405,350,Mahal
3,2,0,112,90,Sedang
3,2,0,96,140,Sedang
2,1,2,78,45,Murah
6,3,2,153,140,Sedang
3,1,2,114,90,Sedang
4,3,4,289,200,Mahal
3,2,1,72,88,Murah
3,1,1,86,76,Sedang
3,2,3,200,132,Sedang
4,4,0,90,150,Murah
3,2,2,182,120,Sedang
4,3,1,162,142,Sedang
2,1,0,78,45,Murah
3,1,1,90,117,Murah
2,2,1,53,50,Sedang
4,3,0,405,300,Mahal
4,3,1,108,45,Sedang
2,2,2,53,58,Sedang
2,1,0,132,120,Murah
3,2,0,200,100,Murah
3,2,0,190,160,Sedang
7,6,0,375,500,Mahal
3,1,1,200,170,Sedang
5,2,0,205,160,Sedang
2,1,2,140,98,Sedang
3,3,1,60,120,Murah
3,3,1,104,325,Mahal
4,3,1,195,180,Sedang
4,2,0,196,150,Sedang
3,1,1,207,150,Sedang
3,1,0,90,117,Sedang
3,2,1,148,90,Sedang
3,1,0,114,90,Sedang
5,2,1,120,150,Sedang
6,4,2,162,225,Mahal
2,1,1,60,36,Murah
4,2,0,153,162,Sedang
2,2,1,66,80,Murah
2,1,1,100,72,Murah
5,2,0,110,160,Sedang
4,3,2,153,140,Sedang
2,1,1,145,120,Murah
2,2,1,122,70,Murah
3,3,0,60,120,Murah
3,2,0,63,70,Murah
6,6,2,200,150,Sedang
2,2,1,156,130,Sedang
4,2,1,119,120,Sedang
2,1,1,101,140,Sedang
2,2,0,216,200,Sedang
3,1,0,179,100,Murah
3,2,1,90,120,Sedang
3,3,1,179,70,Murah
3,3,3,219,300,Mahal
2,3,2,80,100,Sedang
4,2,0,105,87,Murah
3,3,2,102,120,Murah
3,2,0,72,100,Murah
3,3,1,120,60,Murah
2,1,1,117,117,Murah
4,3,2,105,200,Sedang
5,3,1,120,230,Sedang
5,3,0,210,230,Sedang
4,4,0,300,400,Mahal
3,3,0,207,207,Sedang
3,2,1,90,79,Murah
6,4,0,340,360,Mahal
4,2,1,140,250,Sedang
4,3,2,190,300,Sedang
2,2,1,112,90,Sedang
3,2,1,98,95,Murah
4,3,1,105,200,Sedang
3,2,0,61,81,Sedang
4,4,1,117,180,Sedang
3,2,1,145,120,Murah
2,2,1,153,140,Sedang
2,1,1,36,60,Murah
3,3,1,171,144,Sedang
6,3,0,153,140,Sedang
4,2,4,300,200,Sedang
2,2,0,98,98,Murah
3,2,2,135,160,Sedang
2,1,1,120,51,Murah
4,3,0,153,140,Sedang
3,3,0,125,168,Sedang
4,3,0,200,162,Sedang
4,2,1,77,135,Murah
7,2,0,104,80,Murah
2,1,0,38,75,Murah
4,4,1,121,200,Sedang
2,2,1,216,200,Sedang
2,1,0,172,155,Sedang
6,2,0,71,181,Murah
2,2,0,216,200,Sedang
2,1,0,84,70,Murah
3,2,2,153,150,Sedang
5,2,1,108,113,Sedang
2,1,1,86,36,Murah
2,1,1,78,54,Murah
2,2,0,170,180,Sedang
3,3,1,108,150,Sedang
4,3,1,440,340,Mahal
2,2,1,180,180,Sedang
2,2,2,207,200,Mahal
7,4,2,560,300,Sedang
5,4,2,260,450,Sedang
2,1,0,60,36,Murah
7,5,3,330,280,Mahal
2,3,2,560,500,Mahal
3,2,0,95,130,Sedang
5,3,2,210,230,Sedang
5,4,4,373,400,Mahal
5,2,0,108,130,Sedang
2,2,0,108,160,Murah
3,2,1,108,160,Murah
3,2,2,200,140,Sedang
3,3,1,60,120,Murah
2,1,0,100,126,Murah
3,3,2,210,90,Sedang
3,3,3,252,200,Sedang
3,3,0,120,60,Murah
5,5,0,44,88,Murah
3,2,2,153,117,Sedang
3,2,1,153,162,Sedang
4,3,1,200,162,Sedang
3,2,1,128,110,Sedang
4,3,0,195,180,Sedang
2,2,3,224,180,Sedang
5,2,0,108,113,Sedang
4,2,4,100,200,Sedang
6,3,1,153,140,Sedang
2,1,1,78,45,Murah
2,1,1,72,50,Murah
4,2,0,225,170,Sedang
4,2,0,225,175,Sedang
3,2,1,180,192,Sedang
2,2,1,98,98,Murah
5,3,2,560,450,Mahal
2,2,0,216,200,Sedang
3,3,0,252,200,Sedang
3,3,0,170,150,Sedang
3,3,2,150,220,Sedang
2,2,0,53,58,Sedang
3,1,1,179,70,Murah
5,4,0,400,500,Mahal
6,5,0,400,500,Mahal
3,3,0,101,140,Sedang
6,3,3,493,250,Mahal
3,3,0,60,120,Murah
4,3,0,294,237,Mahal
1,1,1,114,70,Murah
3,2,0,74,78,Sedang
3,1,0,96,90,Murah
4,3,2,135,160,Sedang
2,1,1,101,70,Sedang
2,2,2,144,170,Sedang
4,4,0,67,134,Sedang
3,2,0,179,150,Sedang
3,2,1,153,110,Sedang
3,3,0,190,170,Sedang
4,5,0,286,525,Mahal
4,2,2,227,313,Mahal
4,3,1,360,192,Mahal
3,2,0,299,250,Murah
3,1,0,318,200,Mahal
5,3,0,187,300,Mahal
5,2,1,284,400,Mahal
5,3,2,292,250,Mahal
3,1,2,145,70,Sedang
5,4,0,176,270,Mahal
7,3,1,208,190,Mahal
5,2,1,176,270,Mahal
3,2,0,120,120,Sedang
3,2,1,91,110,Murah
4,2,1,151,182,Sedang
3,2,1,66,92,Sedang
5,3,1,345,400,Mahal
5,3,2,176,270,Mahal
3,2,1,60,50,Murah
2,2,1,66,62,Sedang
2,2,0,103,80,Sedang
5,4,1,176,270,Mahal
5,4,1,175,270,Mahal
4,3,1,465,186,Mahal
4,1,0,100,90,Sedang
8,6,0,445,125,Sedang
5,7,1,260,350,Mahal
5,3,0,185,230,Sedang
4,2,1,151,148,Sedang
7,3,2,440,440,Mahal
3,2,2,102,100,Sedang
5,3,1,323,314,Mahal
7,3,1,205,190,Mahal
4,3,1,161,165,Sedang
2,1,1,60,36,Murah
5,2,2,442,250,Mahal
6,4,2,333,314,Mahal
5,3,1,176,270,Mahal
3,2,1,256,212,Mahal
2,2,0,105,77,Sedang
5,5,0,198,350,Mahal
3,1,0,87,90,Murah
3,2,1,72,120,Murah
4,2,0,312,125,Mahal
7,4,1,176,270,Mahal
4,4,5,528,370,Mahal
4,4,2,253,400,Mahal
5,2,2,218,198,Mahal
7,4,0,104,104,Murah
3,2,5,299,250,Murah
4,4,2,140,250,Mahal
3,3,2,140,250,Mahal
7,2,1,250,350,Mahal
5,3,2,158,220,Sedang
5,3,2,242,140,Sedang
2,1,0,42,40,Murah
4,3,2,140,250,Mahal
5,4,1,209,360,Sedang
3,3,0,85,125,Murah
2,1,1,84,100,Murah
8,2,0,139,100,Sedang
3,2,1,107,70,Murah
3,3,1,85,120,Sedang
5,4,2,176,305,Mahal
5,3,2,220,158,Mahal
3,2,2,352,200,Mahal
4,3,1,325,216,Mahal
3,2,0,162,200,Sedang
6,5,1,260,400,Sedang
5,3,1,200,340,Sedang
4,4,2,220,295,Mahal
4,4,2,240,380,Mahal
3,3,3,200,250,Mahal
3,3,0,126,180,Sedang
3,2,2,280,290,Mahal
3,2,1,195,170,Sedang
4,3,2,300,400,Mahal
3,2,2,150,140,Sedang
3,3,2,84,110,Sedang
4,3,1,180,300,Sedang
6,5,1,235,450,Mahal
3,2,1,131,90,Sedang
4,2,1,164,100,Sedang
4,3,2,97,113,Sedang
3,3,1,200,250,Mahal
3,3,2,285,300,Mahal
3,3,2,87,115,Sedang
4,4,2,180,202,Mahal
4,4,1,375,560,Mahal
4,4,1,180,290,Mahal
5,3,2,161,236,Mahal
3,2,1,123,83,Sedang
7,3,3,199,300,Mahal
3,3,2,91,120,Sedang
3,2,2,126,108,Sedang
3,2,2,162,200,Sedang
2,2,1,70,120,Sedang
2,1,0,126,108,Sedang
5,3,1,200,300,Mahal
5,3,2,200,250,Mahal
4,3,2,140,214,Mahal
4,3,2,180,280,Mahal
3,2,2,180,110,Mahal
5,4,2,360,400,Mahal
3,2,2,180,200,Mahal
4,3,2,300,250,Mahal
3,2,1,117,180,Sedang
4,4,2,170,300,Sedang
4,3,1,180,280,Mahal
3,2,1,162,200,Sedang
4,3,0,180,300,Mahal
3,3,1,117,185,Sedang
4,3,2,180,300,Mahal
4,1,1,220,150,Mahal
3,3,1,70,120,Sedang
4,3,1,180,250,Mahal
7,4,1,181,300,Sedang
5,4,1,180,300,Mahal
4,2,0,325,216,Mahal
4,3,2,375,400,Mahal
4,3,3,268,254,Sedang
4,3,1,200,130,Mahal
5,4,0,200,300,Mahal
5,5,1,513,350,Mahal
5,5,0,169,250,Mahal
4,3,1,300,230,Mahal
4,3,2,375,360,Mahal
3,2,1,126,108,Sedang
6,3,2,182,180,Mahal
5,5,2,182,380,Mahal
3,2,1,140,120,Sedang
3,3,1,300,180,Mahal
3,4,2,180,220,Mahal
4,3,2,180,202,Mahal
3,3,1,220,260,Mahal
5,3,1,112,140,Sedang
3,2,2,240,130,Sedang
4,4,0,240,245,Mahal
4,3,2,239,250,Mahal
4,4,1,225,350,Mahal
4,4,0,200,270,Mahal
6,3,1,112,140,Sedang
3,4,1,220,250,Mahal
4,4,1,258,206,Sedang
4,3,1,254,268,Sedang
4,3,2,200,208,Mahal
4,3,1,240,375,Mahal
3,2,1,198,220,Sedang
5,3,2,375,400,Mahal
5,6,2,240,375,Mahal
4,4,1,200,270,Mahal
7,5,5,513,350,Mahal
4,2,0,182,200,Mahal
4,3,0,180,220,Mahal
4,6,2,240,260,Mahal
5,3,2,200,208,Mahal
5,3,1,145,250,Sedang
5,5,1,513,350,Mahal
4,2,1,112,140,Sedang
4,4,2,570,300,Mahal
2,1,1,72,45,Murah
4,4,1,180,290,Mahal
3,3,2,162,210,Mahal
4,2,2,200,250,Mahal
3,2,10,300,250,Mahal
4,3,2,300,425,Mahal
4,3,2,112,150,Sedang
4,3,2,175,210,Mahal
3,2,2,240,180,Mahal
5,6,2,240,365,Mahal
4,3,2,180,220,Mahal
3,2,1,126,180,Sedang
3,3,2,400,450,Mahal
3,3,2,375,420,Mahal
4,3,0,200,300,Mahal
3,2,0,279,150,Mahal
4,3,3,300,350,Mahal
3,2,2,300,250,Mahal
4,3,1,198,270,Mahal
5,6,1,240,365,Mahal
4,5,2,300,400,Mahal
4,3,0,225,300,Mahal
4,3,0,265,300,Mahal
3,3,0,240,160,Mahal
3,4,2,180,220,Mahal
4,3,2,128,108,Sedang
5,5,2,180,290,Sedang
4,3,0,180,300,Mahal
3,2,2,200,150,Sedang
4,3,6,370,450,Mahal
3,2,2,112,100,Sedang
5,4,2,360,400,Mahal
4,3,1,268,254,Sedang
4,4,0,192,350,Sedang
6,5,1,442,250,Mahal
3,2,1,200,120,Sedang
4,4,1,220,260,Mahal
4,2,0,200,160,Sedang
7,3,1,181,300,Sedang
5,3,2,162,225,Mahal
3,2,1,162,200,Sedang
4,3,3,300,230,Mahal
3,2,2,112,100,Sedang
3,2,2,125,150,Sedang
5,4,1,375,560,Mahal
5,3,2,375,400,Mahal
5,4,5,513,350,Mahal
5,4,2,180,202,Mahal
4,3,1,180,300,Mahal
5,5,1,375,560,Mahal
3,3,1,160,180,Sedang
3,3,1,240,245,Mahal
3,2,0,127,150,Murah
4,3,1,180,100,Sedang
7,4,0,181,200,Sedang
3,3,1,130,150,Sedang
2,1,1,126,75,Sedang
3,2,2,240,180,Mahal
3,2,0,180,150,Sedang
4,2,2,300,296,Murah
3,3,1,180,150,Sedang
3,2,1,300,180,Mahal
4,3,2,198,258,Mahal
3,3,1,262,220,Mahal
5,4,0,300,350,Mahal
4,3,2,375,211,Mahal
3,3,0,70,120,Sedang
3,2,1,133,200,Sedang
4,3,2,180,270,Sedang
4,4,2,375,500,Mahal
3,2,2,278,235,Mahal
3,3,2,180,150,Sedang
4,2,1,145,155,Sedang
4,4,3,507,500,Mahal
5,3,1,142,250,Sedang
3,2,0,152,260,Sedang
4,4,3,300,400,Mahal
5,4,2,225,500,Mahal
4,5,0,182,350,Mahal
3,3,0,325,185,Mahal
3,3,0,91,120,Sedang
5,3,0,288,300,Mahal
3,2,1,200,150,Sedang
4,3,1,300,200,Mahal
6,3,2,300,400,Mahal
3,2,0,140,180,Sedang
3,1,0,60,110,Murah
3,3,1,131,90,Sedang
4,2,0,145,155,Sedang
5,3,2,260,260,Mahal
5,4,4,225,500,Mahal
5,3,3,375,203,Mahal
3,2,1,211,170,Sedang
3,3,2,130,150,Sedang
4,3,1,200,270,Mahal
3,3,2,87,115,Sedang
5,2,2,300,400,Mahal
6,4,0,390,500,Mahal
2,1,1,55,40,Murah
4,4,0,180,202,Mahal
4,2,1,105,150,Sedang
3,3,10,180,150,Sedang
3,2,1,70,130,Sedang
4,2,1,104,140,Sedang
3,2,2,178,150,Sedang
3,3,2,147,220,Mahal
4,3,0,224,170,Sedang
3,2,1,195,220,Mahal
3,2,1,84,60,Sedang
3,1,1,180,97,Sedang
3,3,1,140,250,Sedang
3,4,2,105,150,Sedang
3,2,1,55,56,Murah
3,2,1,220,240,Sedang
6,4,1,325,350,Mahal
2,2,1,180,130,Mahal
5,4,1,180,300,Mahal
4,3,1,220,150,Sedang
4,3,1,180,250,Mahal
2,2,1,126,108,Sedang
3,3,1,157,165,Mahal
5,3,1,210,267,Sedang
5,4,2,325,250,Mahal
5,3,3,325,350,Mahal
4,3,2,160,240,Mahal
2,1,1,111,65,Sedang
2,2,0,120,100,Sedang
5,5,2,165,150,Sedang
6,4,1,200,375,Mahal
5,4,3,157,250,Mahal
4,3,1,200,150,Sedang
4,4,2,160,230,Mahal
6,4,2,328,400,Mahal
4,3,2,116,168,Mahal
5,3,1,200,300,Mahal
4,3,2,270,290,Mahal
4,3,2,270,290,Mahal
4,3,1,178,150,Sedang
4,3,2,150,185,Sedang
3,3,2,116,117,Sedang
3,3,1,238,110,Sedang
3,2,1,178,130,Mahal
3,2,1,180,120,Sedang
3,3,2,141,246,Mahal
3,2,2,240,180,Mahal
3,2,3,240,180,Mahal
2,2,0,60,50,Murah
4,3,2,160,240,Mahal
3,2,3,240,180,Mahal
3,3,1,180,146,Mahal
3,3,1,180,180,Mahal
4,3,2,157,145,Sedang
4,3,1,125,155,Sedang
5,4,0,157,250,Mahal
3,2,0,72,70,Sedang
3,3,0,80,101,Sedang
3,3,0,117,116,Sedang
4,3,2,148,203,Mahal
4,3,0,200,130,Sedang
3,2,0,72,40,Sedang
3,3,1,200,240,Mahal
5,3,0,320,205,Sedang
4,3,1,270,290,Mahal
5,6,2,400,236,Mahal
4,3,1,270,290,Mahal
4,3,0,148,207,Mahal
3,2,1,70,80,Sedang
4,2,1,182,170,Murah
4,3,1,200,300,Mahal
5,3,0,320,200,Sedang
5,3,3,325,300,Mahal
3,3,3,258,220,Mahal
3,2,1,240,300,Mahal
3,2,0,178,150,Sedang
5,3,0,312,350,Mahal
4,4,0,350,350,Mahal
5,4,0,145,300,Mahal
6,4,2,200,210,Sedang
5,2,1,147,370,Mahal
4,3,2,200,-250,Mahal
4,4,0,146,252,Mahal
4,5,4,286,525,Mahal
3,2,1,252,162,Mahal
3,2,1,250,250,Mahal
4,2,2,214,160,Sedang
3,2,1,55,83,Sedang
3,3,3,411,276,Mahal
5,3,1,270,171,Sedang
4,3,2,200,300,Mahal
4,3,2,220,280,Mahal
4,3,2,160,240,Mahal
4,3,1,180,365,Mahal
2,2,1,86,116,Murah
2,1,1,72,45,Murah
5,3,0,210,267,Sedang
3,3,2,80,101,Sedang
3,2,1,70,102,Sedang
4,3,1,148,207,Mahal
3,3,1,200,250,Mahal
4,3,1,200,300,Mahal
4,3,2,280,222,Sedang
3,4,4,315,410,Mahal
4,4,2,145,175,Mahal
4,4,4,315,410,Mahal
3,2,1,180,120,Sedang
3,2,1,250,250,Sedang
4,3,2,400,550,Mahal
5,4,1,280,400,Sedang
2,1,2,94,48,Murah
4,3,2,320,150,Sedang
1,2,0,225,485,Mahal
4,3,1,200,300,Mahal
4,4,0,153,204,Mahal
5,5,2,350,300,Mahal
5,4,0,200,250,Mahal
4,3,1,123,200,Sedang
2,1,2,120,110,Sedang
4,3,2,347,344,Mahal
3,2,2,312,210,Mahal
4,6,2,200,450,Mahal
3,2,1,120,80,Murah
5,3,0,147,350,Mahal
4,3,0,113,150,Sedang
3,1,0,98,80,Murah
3,3,2,195,156,Mahal
3,3,0,174,280,Sedang
4,3,2,190,220,Sedang
3,3,1,100,155,Sedang
4,3,2,148,203,Mahal
4,3,1,152,230,Sedang
5,3,0,168,300,Sedang
4,3,1,200,275,Mahal
4,2,2,282,278,Mahal
5,4,1,312,350,Mahal
5,3,0,325,300,Mahal
4,4,2,200,300,Mahal
5,3,2,316,450,Mahal
3,2,1,72,100,Sedang
3,3,0,179,200,Mahal
4,3,2,180,265,Mahal
5,2,2,127,300,Sedang
2,1,1,102,100,Sedang
4,3,2,200,250,Mahal
3,2,1,72,140,Sedang
4,3,1,225,230,Mahal
4,3,2,200,200,Mahal
4,3,2,125,155,Sedang
5,5,1,165,97,Sedang
5,4,2,145,350,Sedang
4,3,1,200,150,Mahal
4,3,1,208,160,Mahal
3,3,2,141,246,Mahal
3,2,1,80,95,Sedang
4,2,0,139,130,Murah
3,1,2,145,150,Sedang
3,3,1,107,180,Sedang
4,1,1,144,275,Mahal
4,6,0,332,250,Mahal
4,3,0,200,130,Mahal
6,4,3,200,375,Mahal
4,2,0,271,248,Mahal
3,2,1,117,100,Sedang
4,2,1,162,72,Sedang
4,3,4,400,400,Mahal
4,3,2,226,300,Mahal
5,5,2,278,400,Mahal
1,1,2,69,98,Sedang
4,3,2,150,170,Sedang
4,4,0,125,140,Sedang
4,5,0,286,525,Mahal
4,4,3,286,525,Mahal
3,2,0,64,124,Murah
3,3,2,200,181,Mahal
3,2,2,180,120,Sedang
4,4,1,160,230,Mahal
4,3,0,200,400,Mahal
5,4,2,330,250,Mahal
6,4,0,312,350,Mahal
3,2,0,72,140,Sedang
4,3,0,150,185,Sedang
7,5,1,200,210,Sedang
4,3,0,150,275,Sedang
6,4,0,316,500,Mahal
4,4,2,276,400,Mahal
4,2,2,198,195,Mahal
2,2,1,84,116,Murah
2,1,1,144,120,Sedang
3,3,1,141,125,Sedang
4,3,2,141,125,Sedang
4,4,1,312,375,Sedang
3,2,1,123,200,Sedang
3,2,1,100,102,Sedang
6,3,1,185,275,Mahal
4,3,1,102,100,Sedang
2,2,2,165,110,Sedang
5,2,2,165,110,Sedang
3,2,4,326,240,Sedang
4,3,2,171,275,Mahal
5,4,2,206,200,Sedang
2,1,1,69,40,Murah
4,2,1,112,140,Sedang
3,3,0,113,180,Sedang
5,4,0,230,160,Mahal
4,3,2,166,260,Sedang
2,1,1,97,60,Murah
4,3,2,120,200,Sedang
3,3,2,120,200,Sedang
3,3,2,120,200,Sedang
6,4,1,204,350,Mahal
3,3,2,105,112,Sedang
2,1,1,140,94,Murah
6,6,2,265,330,Mahal
2,1,1,72,36,Murah
2,1,2,72,45,Murah
3,2,1,126,127,Sedang
2,1,2,80,130,Murah
5,4,3,220,500,Mahal
2,2,1,83,45,Murah
3,3,2,180,134,Sedang
6,3,1,350,245,Sedang
4,4,2,95,90,Sedang
3,2,1,89,171,Sedang
4,3,2,108,150,Sedang
2,2,1,58,66,Sedang
3,2,1,145,100,Murah
3,3,2,90,100,Sedang
4,2,2,105,160,Sedang
5,3,1,162,175,Sedang
5,3,2,108,150,Sedang
3,3,0,127,126,Sedang
4,3,1,244,320,Mahal
3,2,1,120,70,Sedang
4,4,2,303,287,Mahal
2,1,0,66,36,Sedang
4,3,1,200,150,Sedang
3,3,4,346,230,Mahal
6,3,3,200,350,Mahal
2,1,1,100,80,Murah
4,3,2,100,170,Sedang
6,4,1,204,350,Sedang
2,2,1,112,58,Murah
4,2,1,294,300,Mahal
3,3,2,119,150,Sedang
5,6,2,286,450,Sedang
3,2,1,133,120,Murah
2,2,1,60,70,Murah
4,3,3,144,200,Sedang
3,2,1,60,70,Murah
3,2,2,88,55,Murah
5,5,5,513,350,Mahal
5,5,2,208,300,Mahal
3,2,1,80,100,Sedang
3,3,0,377,200,Mahal
4,3,0,188,135,Sedang
4,3,2,244,320,Sedang
3,2,2,80,100,Sedang
5,4,2,110,140,Sedang
3,3,2,200,200,Mahal
2,1,1,84,45,Murah
4,3,2,105,112,Sedang
3,3,2,184,200,Sedang
4,3,3,198,202,Mahal
4,3,2,176,159,Mahal
3,2,1,110,130,Murah
4,3,1,200,350,Sedang
3,2,1,91,83,Sedang
8,4,1,327,500,Mahal
1,1,0,144,166,Sedang
3,3,2,120,180,Sedang
3,2,1,118,145,Sedang
2,2,1,60,54,Murah
3,2,1,60,70,Murah
3,3,1,90,135,Sedang
6,6,1,168,182,Sedang
2,1,1,66,36,Sedang
3,2,1,162,70,Sedang
3,2,0,94,94,Murah
4,3,1,90,138,Sedang
3,2,1,80,100,Sedang
4,4,4,400,147,Mahal
4,2,2,165,150,Sedang
3,3,0,102,160,Sedang
6,3,2,120,150,Sedang
3,2,1,220,150,Sedang
4,3,1,214,220,Sedang
3,3,2,135,122,Sedang
5,2,1,198,376,Sedang
2,1,1,120,77,Murah
3,3,0,150,140,Sedang
4,3,2,390,320,Mahal
3,2,1,118,145,Sedang
4,4,1,95,110,Sedang
4,3,3,143,220,Sedang
3,3,2,119,150,Sedang
2,1,1,72,50,Murah
4,2,2,105,160,Sedang
6,3,1,221,200,Sedang
4,3,2,132,180,Sedang
5,2,1,215,175,Sedang
3,2,1,155,140,Murah
6,3,2,365,400,Mahal
2,2,0,102,65,Murah
4,2,3,280,200,Sedang
3,3,1,170,122,Mahal
3,2,1,221,125,Sedang
5,3,1,350,200,Sedang
4,3,2,200,300,Sedang
4,3,3,158,220,Sedang
2,1,1,70,70,Sedang
4,5,2,300,350,Mahal
3,3,2,81,120,Sedang
3,3,0,81,120,Sedang
5,3,0,132,180,Sedang
2,2,1,60,90,Sedang
4,3,0,280,230,Mahal
3,2,2,105,160,Sedang
3,2,1,102,195,Sedang
4,3,2,130,185,Mahal
2,2,0,96,78,Sedang
3,2,0,101,130,Sedang
5,5,2,288,488,Mahal
3,2,2,105,117,Sedang
6,3,0,198,180,Sedang
6,4,3,150,250,Mahal
2,2,1,96,95,Murah
3,2,1,84,115,Murah
4,4,1,200,284,Mahal
5,3,2,140,180,Sedang
3,1,1,104,79,Murah
4,4,0,180,134,Sedang
3,2,1,116,108,Sedang
6,3,1,118,300,Sedang
3,2,1,136,100,Sedang
3,2,0,112,70,Sedang
4,3,3,200,300,Mahal
4,2,1,60,150,Murah
5,3,2,450,288,Mahal
2,1,1,50,40,Murah
2,1,1,65,36,Murah
2,1,0,105,85,Sedang
3,3,2,90,115,Sedang
3,3,2,94,140,Sedang
3,2,1,221,150,Sedang
5,4,0,286,450,Sedang
6,4,3,286,450,Sedang
3,2,1,136,100,Sedang
3,2,2,114,142,Sedang
3,3,0,94,140,Sedang
2,2,1,100,65,Sedang
4,2,1,328,176,Mahal
3,1,1,328,176,Mahal
4,6,4,365,550,Mahal
4,3,0,210,150,Sedang
3,3,1,78,85,Murah
3,3,2,268,254,Sedang
4,2,0,90,150,Sedang
3,2,1,211,106,Mahal
2,2,1,102,94,Sedang
1,1,1,156,250,Mahal
3,2,1,126,120,Sedang
4,4,0,147,100,Sedang
4,3,2,408,250,Sedang
3,2,0,108,108,Murah
3,1,1,170,90,Sedang
